20200512;050000;8.715.8500000;8.752.7700000;8.665.1000000;8.704.3900000;286
20200512;060000;8.702.4300000;8.784.2800000;8.702.4300000;8.736.6900000;314
20200512;070000;8.739.5700000;8.770.5900000;8.653.9700000;8.698.5900000;275
20200512;080000;8.709.4200000;8.722.0700000;8.620.7000000;8.663.9800000;266
20200512;090000;8.656.2200000;8.769.6200000;8.637.9900000;8.758.2900000;685
20200512;100000;8.750.4600000;8.834.8000000;8.745.9200000;8.794.4700000;739
20200512;110000;8.795.0600000;8.827.3600000;8.732.1400000;8.781.1500000;626
20200512;120000;8.784.9400000;8.816.2000000;8.731.7500000;8.809.6400000;578
20200512;130000;8.809.9000000;8.826.1200000;8.735.0000000;8.779.3700000;248
20200512;140000;8.773.1500000;8.784.2800000;8.651.6200000;8.736.1300000;735
20200512;150000;8.736.1300000;8.931.6000000;8.736.1300000;8.891.9700000;1.325
20200512;160000;8.897.7400000;8.949.1500000;8.858.3600000;8.880.6600000;817
20200512;170000;8.873.4100000;8.955.5600000;8.873.4100000;8.934.3700000;565
20200512;180000;8.934.3700000;8.984.8700000;8.836.8700000;8.878.7100000;837
20200512;190000;8.890.7900000;8.919.0500000;8.842.4300000;8.908.1000000;301
20200512;200000;8.908.1000000;8.938.4200000;8.777.5500000;8.800.6000000;551
20200512;210000;8.800.7200000;8.849.2700000;8.771.7700000;8.817.1300000;493
20200512;220000;8.825.2500000;8.860.5700000;8.746.8100000;8.779.0200000;328
20200512;230000;8.783.4100000;8.837.1300000;8.748.4500000;8.820.1100000;277
20200513;000000;8.815.0800000;8.853.0400000;8.787.6400000;8.825.4600000;183
20200513;010000;8.816.9900000;8.951.5600000;8.804.4700000;8.945.2100000;428
20200513;020000;8.945.2100000;8.965.3600000;8.898.4900000;8.950.3200000;300
20200513;030000;8.952.2600000;8.982.2500000;8.890.2900000;8.945.8000000;293
20200513;040000;8.945.8500000;8.963.2000000;8.898.2700000;8.913.0700000;287
20200513;050000;8.913.1300000;8.942.1700000;8.878.3500000;8.933.0600000;265
20200513;060000;8.929.8300000;8.943.7800000;8.874.2000000;8.879.6700000;216
20200513;070000;8.884.8800000;8.927.0000000;8.873.3200000;8.917.0000000;137
20200513;080000;8.922.1700000;8.924.3900000;8.863.6700000;8.880.6400000;300
20200513;090000;8.870.0000000;8.920.2600000;8.830.9100000;8.911.0000000;367
20200513;100000;8.915.0000000;8.938.4200000;8.897.2200000;8.918.4500000;280
20200513;110000;8.924.9900000;8.969.0000000;8.900.3100000;8.955.4200000;175
20200513;120000;8.962.9600000;9.056.4500000;8.933.0100000;9.042.4400000;743
20200513;130000;9.044.9400000;9.115.8100000;8.992.6000000;9.094.8800000;928
20200513;140000;9.106.3600000;9.128.0500000;9.047.3900000;9.085.6500000;518
20200513;150000;9.090.0000000;9.145.0000000;9.044.6600000;9.093.5500000;650
20200513;160000;9.094.9500000;9.195.0000000;9.090.8700000;9.147.0000000;820
20200513;170000;9.147.3900000;9.176.6400000;9.057.1500000;9.122.5800000;693
20200513;180000;9.121.5800000;9.128.0300000;9.057.1500000;9.093.0000000;242
20200513;190000;9.100.4500000;9.120.9700000;9.078.2000000;9.083.5000000;322
20200513;200000;9.083.5000000;9.171.9600000;9.082.0700000;9.163.3300000;454
20200513;210000;9.160.7900000;9.345.0000000;9.155.0000000;9.294.9900000;906
20200513;220000;9.304.6100000;9.418.4600000;9.268.8200000;9.369.3000000;712
20200513;230000;9.373.2400000;9.380.7100000;9.273.5400000;9.324.6200000;697
20200514;000000;9.332.0700000;9.365.3900000;9.300.0000000;9.315.5000000;242
20200514;010000;9.323.7300000;9.394.1200000;9.293.7900000;9.304.1700000;278
20200514;020000;9.311.9600000;9.337.3700000;9.266.3900000;9.275.3500000;243
20200514;030000;9.271.7800000;9.341.0400000;9.254.8500000;9.338.9300000;174
20200514;040000;9.338.1300000;9.360.8800000;9.311.1100000;9.352.1000000;142
20200514;050000;9.358.4400000;9.358.4400000;9.301.3300000;9.316.2700000;129
20200514;060000;9.316.2700000;9.460.3000000;9.269.4400000;9.443.8400000;532
20200514;070000;9.440.7300000;9.480.8400000;9.406.2100000;9.451.6600000;490
20200514;080000;9.451.6600000;9.554.4600000;9.419.0200000;9.515.4100000;642
20200514;090000;9.508.6400000;9.657.6100000;9.484.2000000;9.614.2200000;679
20200514;100000;9.620.6600000;9.828.0500000;9.613.1800000;9.811.9800000;1.985
20200514;110000;9.811.9800000;9.945.3400000;9.582.6000000;9.652.9900000;3.036
20200514;120000;9.650.0000000;9.776.6600000;9.650.0000000;9.677.9200000;738
20200514;130000;9.684.4000000;9.714.0900000;9.519.5300000;9.591.9900000;951
20200514;140000;9.586.2700000;9.651.6300000;9.531.4800000;9.628.5800000;462
20200514;150000;9.622.3900000;9.766.0000000;9.606.4500000;9.704.5600000;935
20200514;160000;9.708.1400000;9.767.5100000;9.661.4700000;9.754.9400000;361
20200514;170000;9.751.7800000;9.793.3700000;9.611.2700000;9.678.8100000;762
20200514;180000;9.682.8600000;9.682.8700000;9.578.0000000;9.617.3500000;497
20200514;190000;9.617.9500000;9.686.8400000;9.583.0200000;9.676.1900000;303
20200514;200000;9.676.2300000;9.724.3500000;9.651.7100000;9.662.1100000;527
20200514;210000;9.664.0700000;9.870.0000000;9.602.9000000;9.652.8300000;1.866
20200514;220000;9.657.5000000;9.785.7900000;9.611.3000000;9.784.1800000;810
20200515;080000;9.704.9900000;9.704.9900000;9.650.1400000;9.681.2900000;94
20200515;090000;9.669.4500000;9.711.3900000;9.602.5900000;9.615.6100000;685
20200515;100000;9.604.7300000;9.657.5000000;9.545.3600000;9.622.2000000;574
20200515;110000;9.613.1000000;9.628.9500000;9.460.3200000;9.582.4900000;538
20200515;120000;9.589.0100000;9.654.4600000;9.553.8000000;9.588.5000000;182
