<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20220503;020000;38.408.0200000;38.513.7900000;38.355.9300000;38.513.5500000;8
20220503;030000;38.513.7900000;38.592.5800000;38.309.1100000;38.399.6600000;20
20220503;040000;38.404.5400000;38.606.5300000;38.399.9800000;38.502.9500000;8
20220503;050000;38.520.2100000;38.546.0200000;38.446.4700000;38.500.5700000;15
20220503;060000;38.500.0200000;38.533.3200000;38.382.4300000;38.516.6900000;4
20220503;070000;38.516.6100000;38.565.0300000;38.446.3500000;38.466.6400000;0
20220503;080000;38.463.8300000;38.559.2300000;38.419.4900000;38.532.9900000;0
20220503;090000;38.551.5200000;38.641.5700000;38.523.1400000;38.542.8700000;6
20220503;100000;38.526.6600000;38.551.7100000;38.434.8100000;38.453.1700000;5
20220503;110000;38.453.1900000;38.469.9100000;38.367.6700000;38.423.5600000;6
20220503;120000;38.423.4200000;38.570.4300000;38.270.5900000;38.570.4300000;10
20220503;130000;38.570.4300000;38.611.0400000;38.422.9000000;38.431.1800000;1
20220503;140000;38.450.0300000;38.468.3600000;38.150.0000000;38.350.7900000;29
20220503;150000;38.395.5900000;38.474.4100000;38.163.9900000;38.283.5400000;15
20220503;160000;38.264.8900000;38.424.3000000;38.211.3000000;38.330.4400000;8
20220503;170000;38.330.8800000;38.399.1600000;38.082.3900000;38.141.1500000;17
20220503;180000;38.129.8500000;38.308.7000000;38.041.6700000;38.041.6700000;15
20220503;190000;38.037.1000000;38.037.1000000;37.565.3800000;37.776.2000000;183
20220503;200000;37.740.7400000;37.790.1800000;37.515.8300000;37.707.0700000;42
20220503;210000;37.703.0800000;37.850.5000000;37.529.5100000;37.770.9200000;7
20220503;220000;37.766.3500000;38.030.3500000;37.621.7500000;37.798.4800000;21
20220503;230000;37.798.4800000;37.876.7700000;37.728.4500000;37.733.2300000;0
20220504;000000;37.741.5900000;37.767.2700000;37.633.0800000;37.729.9500000;12
20220504;010000;37.735.3500000;37.900.3000000;37.665.4600000;37.895.2100000;4
20220504;020000;37.895.2100000;37.983.4100000;37.863.4100000;37.880.5000000;0
20220504;030000;37.880.3900000;38.037.1000000;37.880.0800000;37.968.5800000;7
20220504;040000;37.965.7100000;38.091.9100000;37.960.9100000;38.015.4000000;11
20220504;050000;38.014.0200000;38.095.6500000;37.945.7900000;37.991.5200000;1
20220504;060000;37.991.5200000;38.103.9500000;37.967.5600000;38.081.4900000;6
20220504;070000;38.067.0300000;38.410.3000000;38.067.0300000;38.394.9900000;65
20220504;080000;38.413.2100000;38.732.5800000;38.309.0500000;38.697.2000000;113
20220504;090000;38.676.9900000;39.028.6700000;38.661.3000000;38.968.9700000;74
20220504;100000;38.993.5900000;39.063.9700000;38.629.7300000;38.858.2800000;119
20220504;110000;38.881.2700000;39.054.5900000;38.840.0000000;38.979.2200000;21
20220504;120000;38.984.7700000;39.041.3600000;38.867.5900000;39.006.4100000;9
20220504;130000;39.011.9100000;39.165.6100000;38.861.8200000;38.971.8700000;75
20220504;140000;38.965.8200000;39.097.6900000;38.702.8100000;38.714.4800000;22
20220504;150000;38.703.0300000;38.870.4600000;38.653.6500000;38.785.2700000;14
20220504;160000;38.785.4400000;39.044.6700000;38.706.9800000;38.975.3400000;7
20220504;170000;38.970.9100000;39.458.3200000;38.854.3100000;39.168.1300000;88
20220504;180000;39.190.0500000;39.237.4100000;38.809.8400000;38.991.2700000;39
20220504;190000;39.050.1000000;39.787.7600000;38.602.5000000;39.537.2900000;257
20220504;200000;39.630.0000000;40.050.1900000;39.530.0600000;39.837.5200000;466
20220504;210000;39.834.4800000;39.926.4600000;39.748.5500000;39.816.3600000;15
20220504;220000;39.794.6200000;39.883.3000000;39.706.3500000;39.747.0000000;155
20220504;230000;39.746.5600000;39.762.0200000;39.670.1600000;39.689.7400000;5
20220505;000000;39.669.0100000;39.729.7300000;39.608.8200000;39.685.2300000;6
20220505;010000;39.685.2300000;39.729.4200000;39.551.0500000;39.654.7000000;3
20220505;020000;39.644.5400000;39.703.7900000;39.589.6500000;39.634.0300000;0
20220505;030000;39.615.3700000;39.787.2500000;39.595.1800000;39.768.0400000;5
20220505;040000;39.768.0400000;39.782.9600000;39.681.4100000;39.739.6500000;12
20220505;050000;39.739.6500000;39.761.4100000;39.681.3100000;39.748.2500000;19
20220505;060000;39.748.2800000;39.840.3700000;39.570.3100000;39.606.6800000;35
20220505;070000;39.606.6800000;39.679.2200000;39.527.6100000;39.547.0100000;2
20220505;080000;39.542.7100000;39.611.7900000;39.503.2700000;39.579.0500000;3
20220505;090000;39.591.6900000;39.618.3100000;39.434.4200000;39.478.7000000;8
20220505;100000;39.479.2000000;39.549.9300000;39.366.3300000;39.474.4700000;14
20220505;110000;39.477.8900000;39.611.6700000;39.446.9900000;39.517.0000000;7
20220505;120000;39.513.8800000;39.573.3400000;39.444.6800000;39.482.8100000;0
20220505;130000;39.482.8100000;39.557.2100000;39.447.8100000;39.502.8200000;3
20220505;140000;39.502.8200000;39.506.7700000;38.956.3100000;38.985.7900000;116
20220505;150000;38.975.6200000;39.055.0600000;38.108.0000000;38.212.0900000;527
20220505;160000;38.184.6100000;38.226.7700000;36.520.0100000;36.920.3200000;857
20220505;170000;36.892.2100000;37.312.2700000;36.788.8500000;37.044.1500000;115
20220505;180000;37.024.8100000;37.140.0400000;36.762.7100000;36.815.5300000;58
20220505;190000;36.809.3200000;36.825.9200000;36.000.0000000;36.380.7500000;327
20220505;200000;36.378.1900000;36.393.7900000;35.579.4000000;36.351.9300000;287
20220505;210000;36.271.0200000;36.459.5900000;36.106.7900000;36.444.2100000;118
20220505;220000;36.415.7200000;36.586.6900000;36.332.1500000;36.437.2400000;93
20220505;230000;36.437.2400000;36.482.4900000;36.211.5300000;36.217.3000000;31
20220506;000000;36.234.5300000;36.590.7700000;36.234.5300000;36.533.9300000;41
20220506;010000;36.542.4100000;36.648.2000000;36.290.5200000;36.390.0400000;79
20220506;020000;36.371.7300000;36.393.6400000;36.138.7300000;36.308.3500000;79
20220506;030000;36.308.3500000;36.533.6600000;36.297.6100000;36.401.4800000;22
20220506;040000;36.409.4600000;36.455.1700000;36.344.9900000;36.441.7000000;31
20220506;050000;36.441.7000000;36.450.6000000;36.271.4300000;36.424.7300000;30
20220506;060000;36.404.5500000;36.501.4500000;36.381.3200000;36.497.6300000;23
20220506;070000;36.494.8100000;36.541.7300000;36.386.6000000;36.404.9400000;53
20220506;080000;36.404.1600000;36.438.1000000;35.830.7200000;36.383.5700000;156
20220506;090000;36.354.2700000;36.494.8100000;36.160.3200000;36.206.5300000;145
20220506;100000;36.207.4700000;36.422.7400000;36.143.5400000;36.403.7600000;69
20220506;110000;36.405.7100000;36.425.0100000;35.796.3400000;35.942.5200000;110
20220506;120000;35.888.0000000;36.105.2900000;35.579.4000000;35.780.7200000;117
20220506;130000;35.792.4300000;36.319.8700000;35.640.6900000;35.819.2400000;231
20220506;140000;35.838.5600000;36.026.1000000;35.268.6900000;35.734.9800000;293
20220506;150000;35.725.2000000;36.219.7700000;35.642.6800000;36.153.7800000;155
20220506;160000;36.106.3900000;36.409.6700000;35.934.0600000;35.989.7600000;92
20220506;170000;35.993.4700000;36.234.8800000;35.891.9000000;36.200.2800000;22
20220506;180000;36.203.0700000;36.217.5700000;35.835.0000000;35.878.9800000;36
20220506;190000;35.880.5900000;36.072.6100000;35.810.0400000;35.927.5700000;12
20220506;200000;35.927.5700000;36.155.9700000;35.826.4200000;35.988.7600000;184
20220506;210000;35.993.9200000;36.122.4900000;35.866.9300000;36.054.9600000;11
20220506;220000;36.077.5400000;36.111.5400000;35.893.3300000;35.963.9700000;5
20220506;230000;35.960.4900000;36.057.2300000;35.882.9400000;35.994.8800000;5
20220507;000000;35.997.7500000;36.113.8800000;35.996.6800000;36.019.2200000;29
20220507;010000;36.019.1500000;36.061.9200000;35.932.2000000;35.998.7000000;10
20220507;020000;35.973.9800000;36.042.9000000;35.919.4900000;36.022.4500000;2
20220507;030000;36.018.6500000;36.020.4500000;35.941.1100000;35.968.9000000;1
20220507;040000;35.946.4500000;35.961.5600000;35.758.6500000;35.802.9800000;12
20220507;050000;35.815.2500000;35.877.0400000;35.731.5100000;35.750.2000000;1
20220507;060000;35.730.0300000;35.892.9500000;35.726.4000000;35.892.9500000;2
20220507;070000;35.907.5700000;35.907.5700000;35.784.7900000;35.811.1600000;0
20220507;080000;35.811.0400000;35.950.0900000;35.780.7800000;35.916.2000000;3
20220507;090000;35.919.4500000;36.060.0700000;35.874.0600000;36.008.4300000;33
20220507;100000;35.999.7300000;36.040.8000000;35.947.4300000;35.959.5400000;17
20220507;110000;35.973.0100000;36.116.6800000;35.942.7400000;36.078.0800000;11
20220507;120000;36.078.8800000;36.123.9900000;35.991.7000000;36.053.8700000;16
20220507;130000;36.052.2700000;36.052.2700000;35.965.8400000;36.021.3700000;16
20220507;140000;36.021.3700000;36.032.9700000;35.863.3500000;35.898.5500000;28
20220507;150000;35.897.4200000;35.988.8800000;35.874.1200000;35.963.4200000;20
20220507;160000;35.963.4200000;36.071.0800000;35.930.8500000;35.955.3600000;22
20220507;170000;35.958.3600000;35.972.9500000;35.880.1000000;35.959.7600000;11
20220507;180000;35.947.5500000;35.962.9600000;35.850.4000000;35.884.5500000;8
20220507;190000;35.882.2000000;35.987.5600000;35.869.3400000;35.896.3000000;29
20220507;200000;35.885.9300000;35.911.8500000;35.837.8800000;35.867.7800000;12
20220507;210000;35.869.7300000;35.869.7300000;35.736.0000000;35.769.7200000;28
20220507;220000;35.769.7200000;35.800.0000000;34.963.9000000;34.982.3200000;314
20220507;230000;35.018.0800000;35.315.7500000;34.777.8500000;35.051.4900000;107
20220508;000000;35.037.7300000;35.723.6500000;35.037.7300000;35.463.4600000;191
20220508;010000;35.465.4600000;35.496.5500000;35.056.7100000;35.083.1600000;64
20220508;020000;35.097.1000000;35.216.0300000;34.694.5300000;34.844.2500000;158
20220508;030000;34.784.9200000;34.921.4900000;34.287.0000000;34.561.1200000;233
20220508;040000;34.553.1000000;34.607.9100000;34.198.8000000;34.471.7800000;86
20220508;050000;34.463.8800000;34.665.1600000;34.394.1200000;34.408.3800000;89
20220508;060000;34.401.3300000;34.470.2800000;34.317.0000000;34.436.3700000;35
20220508;070000;34.441.5800000;34.930.7400000;34.441.5800000;34.777.5400000;80
20220508;080000;34.777.5400000;34.886.6200000;34.574.2500000;34.602.2100000;28
20220508;090000;34.602.2100000;34.705.6200000;34.497.5400000;34.645.8000000;104
20220508;100000;34.650.2200000;34.686.2500000;34.514.1400000;34.550.2000000;161
20220508;110000;34.563.7000000;34.794.2100000;34.519.3200000;34.715.1100000;25
20220508;120000;34.726.5300000;34.856.5900000;34.716.7300000;34.782.8500000;6
20220508;130000;34.781.0500000;34.833.0300000;34.577.6100000;34.632.4100000;9
20220508;140000;34.629.3200000;34.667.5900000;34.348.5200000;34.360.3200000;28
20220508;150000;34.380.4700000;34.560.8100000;34.291.1800000;34.422.9300000;75
20220508;160000;34.461.5500000;34.585.2500000;34.350.0000000;34.352.9400000;27
20220508;170000;34.356.1900000;34.423.1400000;34.307.6500000;34.360.4600000;20
20220509;030000;33.544.6100000;33.690.0900000;33.265.8100000;33.485.5100000;101
20220509;040000;33.483.3700000;33.813.1300000;33.394.1500000;33.546.6000000;131
20220509;050000;33.572.6800000;33.821.2400000;33.503.9800000;33.627.4200000;3
20220509;060000;33.650.6800000;33.733.4700000;33.457.3900000;33.495.1300000;25
20220509;070000;33.511.6900000;33.586.9200000;33.350.0000000;33.545.2500000;39
20220509;080000;33.573.3400000;33.746.8500000;33.485.1800000;33.532.6800000;37
20220509;090000;33.532.6800000;33.741.7800000;33.142.3000000;33.652.3100000;121
20220509;100000;33.644.0800000;33.760.4200000;33.402.4100000;33.489.9600000;44
20220509;110000;33.481.6000000;33.521.8800000;32.637.1500000;32.762.4400000;305
20220509;120000;32.834.1800000;33.138.3200000;32.649.6400000;33.109.6300000;125
20220509;130000;33.111.4200000;33.111.4200000;32.800.0000000;32.838.6100000;149
20220509;140000;32.834.8900000;33.408.1900000;32.719.5000000;32.995.2500000;182
20220509;150000;33.010.3200000;33.033.3200000;32.418.5800000;32.453.5700000;228
20220509;160000;32.431.3300000;32.677.7400000;32.060.9500000;32.350.6900000;208
20220509;170000;32.321.0600000;32.570.6400000;31.603.7600000;31.696.4600000;416
20220509;180000;31.667.5400000;31.897.6500000;30.990.9500000;31.276.9400000;562
20220509;190000;31.256.6300000;31.447.9900000;30.331.2800000;30.790.4700000;761
20220509;200000;30.796.9600000;31.128.5100000;30.390.1100000;30.958.6500000;512
20220509;210000;30.960.2400000;31.874.6600000;30.640.8800000;30.950.5800000;705
20220509;220000;30.971.2300000;31.498.2900000;30.780.7200000;30.823.1800000;302
20220509;230000;30.826.3100000;31.323.9600000;30.685.8300000;31.092.1300000;188
20220510;000000;31.073.1400000;31.206.1600000;30.015.0000000;30.082.0000000;556
20220510;010000;30.066.4800000;30.958.7100000;29.731.0300000;30.774.3900000;947
20220510;020000;30.788.3000000;31.445.4200000;30.674.0300000;30.888.2300000;286
20220510;030000;30.896.8800000;31.368.2300000;30.767.6200000;31.028.8100000;258
20220510;040000;31.028.8100000;31.158.4800000;30.612.0000000;30.644.1700000;206
20220510;050000;30.641.5400000;31.347.4700000;30.596.7900000;31.224.3100000;221
20220510;060000;31.252.8000000;31.976.1200000;31.252.8000000;31.811.8700000;269
20220510;070000;31.833.6900000;32.650.0000000;31.800.6200000;32.082.8300000;526
20220510;080000;32.094.2400000;32.196.2500000;31.609.3100000;31.609.3100000;207
20220510;090000;31.619.6300000;32.008.8500000;31.552.5800000;31.743.9700000;90
20220510;100000;31.776.6600000;31.920.6600000;31.313.6400000;31.387.7500000;217
20220510;110000;31.367.2300000;31.569.7500000;31.261.0800000;31.309.6500000;134
20220510;120000;31.328.7900000;31.813.5700000;31.253.5800000;31.621.2300000;179
20220510;130000;31.624.7800000;32.279.6400000;31.508.1500000;32.158.5600000;131
20220510;140000;32.150.4300000;32.368.0500000;31.537.3400000;31.798.5600000;206
20220510;150000;31.786.3900000;32.171.9500000;30.863.8600000;31.086.3900000;364
20220510;160000;31.083.2800000;31.517.2000000;30.865.9800000;31.300.0000000;107
20220510;170000;31.312.6700000;31.437.8800000;30.973.2200000;31.200.7300000;63
20220510;180000;31.201.8800000;31.794.0900000;31.201.8800000;31.663.7100000;147
20220510;190000;31.677.5600000;31.779.2300000;31.423.4900000;31.609.0700000;125
20220510;200000;31.624.7000000;31.688.0600000;31.204.8600000;31.323.6900000;77
20220510;210000;31.316.3700000;31.345.7400000;30.921.5900000;31.000.1700000;102
20220510;220000;30.987.4200000;31.144.5600000;30.239.1000000;30.239.1000000;209
20220510;230000;30.231.8500000;30.942.2900000;30.167.9600000;30.760.5300000;195
20220511;000000;30.781.8300000;31.249.8300000;30.713.4400000;30.999.9700000;128
20220511;010000;31.002.2700000;31.336.6300000;30.806.7800000;31.046.8500000;32
20220511;020000;31.038.3300000;31.080.5000000;30.692.4000000;30.775.2600000;44
20220511;030000;30.754.3200000;31.509.6300000;30.619.8900000;31.439.1200000;149
20220511;040000;31.465.2400000;31.657.4100000;31.152.1800000;31.209.2100000;70
20220511;050000;31.198.1000000;31.397.2800000;31.057.4200000;31.220.9800000;39
20220511;060000;31.171.6200000;31.882.3500000;31.086.6400000;31.416.9100000;146
20220511;070000;31.430.1500000;31.500.0000000;30.360.0800000;30.493.5700000;234
20220511;080000;30.500.0000000;30.801.0000000;30.219.8500000;30.611.4800000;142
20220511;090000;30.611.4800000;30.648.4600000;30.450.0000000;30.474.3300000;32
20220511;100000;30.936.9300000;31.775.0000000;30.936.9300000;31.729.1600000;347
20220511;110000;31.749.5900000;32.148.1500000;31.582.3800000;31.847.7500000;183
20220511;120000;31.847.7500000;31.897.6600000;31.468.0700000;31.536.4600000;109
20220511;130000;31.518.9300000;31.760.1000000;29.011.1000000;29.239.6200000;1.376
20220511;140000;29.267.5800000;31.775.7000000;29.069.7800000;31.178.5800000;1.672
20220511;150000;31.186.8500000;31.966.6300000;30.692.4000000;31.756.3600000;619
20220511;160000;31.760.1700000;31.794.4800000;30.764.4200000;30.941.7100000;281
20220511;170000;30.951.0900000;31.086.4000000;30.167.5700000;30.294.8600000;257
20220511;180000;30.297.7700000;30.322.9700000;29.350.0000000;29.900.5200000;714
20220511;190000;29.842.2900000;30.193.8600000;29.700.0000000;29.867.5600000;156
20220511;200000;29.839.0700000;29.979.5400000;29.113.0000000;29.314.5100000;630
20220511;210000;29.323.6900000;29.568.1300000;28.228.0100000;28.418.2500000;636
20220511;220000;28.421.1600000;29.211.6900000;27.757.7700000;29.025.4900000;1.032
20220511;230000;28.999.1500000;29.233.1900000;28.428.9400000;28.760.6200000;319
20220512;000000;28.756.3700000;29.000.0000000;28.522.6700000;29.000.0000000;136
20220512;010000;28.999.9900000;30.090.7000000;28.850.0000000;29.724.4600000;474
20220512;020000;29.696.1400000;29.933.5500000;29.019.8000000;29.107.2500000;351
20220512;030000;29.104.4800000;29.338.2900000;28.574.0600000;28.695.6700000;244
20220512;040000;28.681.0900000;28.835.8300000;28.220.1800000;28.271.2100000;203
20220512;050000;28.259.6900000;28.305.9000000;26.970.0000000;27.667.7400000;1.103
20220512;060000;27.640.0000000;27.730.1800000;26.570.0000000;26.797.0600000;1.539
20220512;070000;26.814.7200000;27.487.7700000;26.267.9300000;26.283.5500000;722
20220512;080000;26.283.5500000;28.226.4600000;25.401.0500000;27.717.0700000;1.733
20220512;090000;27.763.5800000;28.000.0000000;27.081.8100000;27.607.3600000;958
20220512;100000;27.612.5600000;27.993.7300000;27.398.1800000;27.548.7800000;402
20220512;110000;27.567.9500000;28.452.2500000;27.277.5000000;28.216.9500000;686
20220512;120000;28.144.4600000;28.882.0000000;28.047.5200000;28.250.9700000;504
20220512;130000;28.234.2600000;28.512.4100000;27.725.7700000;28.307.7400000;478
20220512;140000;28.332.9000000;28.703.4400000;27.725.4900000;27.990.3700000;721
20220512;150000;27.992.5000000;29.511.1500000;27.782.9100000;29.389.5200000;651
20220512;160000;29.405.0000000;29.702.9600000;28.871.9100000;28.891.8000000;395
20220512;170000;28.885.6200000;29.810.3800000;28.786.7700000;29.595.5200000;414
20220512;180000;29.607.9600000;29.654.6800000;28.463.4600000;28.568.2500000;404
20220512;190000;28.552.4100000;28.728.1700000;28.070.8700000;28.277.8200000;153
20220512;200000;28.241.3100000;28.787.3100000;28.195.7300000;28.558.8200000;122
20220512;210000;28.570.6200000;28.884.0000000;28.435.2400000;28.548.8800000;540
20220512;220000;28.548.8700000;28.550.1200000;27.946.7400000;28.366.2700000;317
20220512;230000;28.372.0500000;28.805.3000000;28.275.7000000;28.753.0500000;77
20220513;000000;28.772.5000000;29.212.6800000;28.759.3500000;28.896.1900000;131
20220513;010000;28.932.6900000;29.519.0800000;28.686.3700000;29.492.0900000;167
20220513;020000;29.466.1800000;29.665.1700000;29.164.4500000;29.429.1900000;141
20220513;030000;29.436.1000000;30.101.5300000;29.342.1300000;30.032.6200000;222
20220513;040000;30.090.5600000;30.688.8800000;29.915.9200000;30.472.6400000;328
20220513;050000;30.517.2000000;30.517.2000000;30.185.3100000;30.389.6100000;108
20220513;060000;30.389.6100000;30.960.6400000;30.342.3900000;30.445.8800000;281
20220513;070000;30.447.3800000;30.615.1200000;30.259.7200000;30.305.0000000;161
20220513;080000;30.306.7500000;30.423.2700000;30.063.2000000;30.110.1300000;241
20220513;090000;30.103.2000000;30.384.4800000;30.103.2000000;30.262.9400000;120
20220513;100000;30.262.9400000;30.688.7100000;30.262.4500000;30.414.7800000;110
20220513;110000;30.384.4200000;30.516.1300000;30.137.6700000;30.442.9600000;82
20220513;120000;30.451.5300000;30.713.7100000;30.213.2300000;30.621.7300000;61
20220513;130000;30.621.7300000;30.796.8400000;30.406.9700000;30.682.4800000;126
20220513;140000;30.688.4800000;30.839.3700000;30.315.4300000;30.749.0900000;166
20220513;150000;30.736.6900000;30.974.6000000;30.599.5000000;30.680.8800000;160
20220513;160000;30.668.5000000;30.696.2000000;30.200.0000000;30.303.6800000;139
20220513;170000;30.309.3100000;30.486.2600000;29.710.3900000;29.912.3400000;336
20220513;180000;29.897.7600000;30.236.8500000;29.538.6600000;29.578.0800000;327
20220513;190000;29.557.9200000;30.188.3500000;29.342.0000000;30.086.1500000;250
20220513;200000;30.092.9400000;30.163.0000000;29.919.0300000;30.027.6200000;18
20220513;210000;30.039.9000000;30.075.4200000;29.741.4700000;29.747.7900000;123
20220513;220000;29.751.7900000;30.029.3800000;29.667.6400000;30.000.3500000;31
20220513;230000;29.984.6900000;30.076.2600000;29.746.4000000;29.763.2200000;24
20220514;000000;29.755.7100000;29.796.7500000;29.152.2500000;29.238.8100000;230
20220514;010000;29.239.4100000;29.557.4900000;29.168.0500000;29.456.1800000;30
20220514;020000;29.433.2500000;29.746.0600000;29.311.6100000;29.652.4000000;105
20220514;030000;29.652.4000000;29.696.2000000;29.457.6400000;29.474.2800000;25
20220514;040000;29.467.0600000;29.626.8800000;29.420.8500000;29.525.2700000;13
20220514;050000;29.510.9600000;29.538.0700000;29.166.4200000;29.308.8500000;63
20220514;060000;29.312.9900000;29.461.9500000;29.220.1900000;29.402.6300000;4
20220514;070000;29.402.6300000;29.550.0000000;29.320.7800000;29.454.3900000;27
20220514;080000;29.462.2500000;29.527.0900000;29.357.1600000;29.360.8100000;19
20220514;090000;29.380.3500000;29.542.3800000;29.306.8100000;29.485.8200000;12
20220514;100000;29.485.7600000;29.520.0800000;29.310.5000000;29.411.3500000;26
20220514;110000;29.423.4000000;29.430.6500000;29.195.0500000;29.243.8500000;50
20220514;120000;29.255.2200000;29.295.6200000;28.756.0200000;29.010.8700000;150
20220514;130000;29.010.9000000;29.184.4200000;28.886.5500000;29.021.7300000;15
20220514;140000;29.028.2200000;29.085.4200000;28.728.7700000;28.788.6900000;96
20220514;150000;28.786.9400000;28.934.0000000;28.620.4900000;28.881.8700000;39
20220514;160000;28.897.8000000;29.026.7600000;28.717.2000000;28.771.0900000;45
20220514;170000;28.771.3200000;29.622.5700000;28.561.2300000;29.287.4900000;207
20220514;180000;29.279.0600000;29.573.8800000;29.204.9400000;29.556.5600000;32
20220514;190000;29.575.2300000;29.873.4700000;29.430.6500000;29.490.5400000;81
20220514;200000;29.497.6400000;29.597.2000000;29.253.3900000;29.298.3700000;25
20220514;210000;29.311.6300000;29.620.0900000;29.277.4800000;29.351.1800000;21
20220514;220000;29.354.7000000;29.831.1400000;29.331.5700000;29.673.7800000;66
20220514;230000;29.673.7800000;30.281.4900000;29.541.6500000;30.175.4900000;148
20220515;000000;30.184.7100000;30.242.9900000;29.860.5000000;30.033.9600000;44
20220515;010000;30.041.1600000;30.224.5900000;29.890.3400000;29.918.1800000;9
20220515;020000;29.918.1800000;29.955.8500000;29.788.9400000;29.892.5900000;17
20220515;030000;29.879.1700000;30.005.0000000;29.705.8800000;29.819.5700000;26
20220515;040000;29.831.1200000;29.862.9200000;29.514.9600000;29.696.7200000;56
20220515;050000;29.702.3600000;29.758.7500000;29.440.7100000;29.573.4000000;25
20220515;060000;29.577.5000000;29.795.7800000;29.464.1800000;29.749.5200000;16
20220515;070000;29.759.0200000;29.937.9000000;29.674.7900000;29.915.1600000;34
20220515;080000;29.956.0300000;30.001.0000000;29.745.5700000;29.790.8600000;32
20220515;090000;29.771.7100000;29.817.4800000;29.510.0500000;29.533.5900000;26
20220515;100000;29.564.4000000;29.744.3100000;29.514.7300000;29.714.6000000;9
20220515;110000;29.721.6000000;29.914.3000000;29.518.5000000;29.906.3400000;15
20220515;120000;29.914.3000000;30.264.5100000;29.756.0700000;30.206.7300000;266
20220515;130000;30.208.6100000;30.508.8000000;30.137.6700000;30.262.0900000;105
20220515;140000;30.251.2900000;30.340.2400000;30.044.3200000;30.158.0000000;18
20220515;150000;30.136.8900000;30.164.1900000;29.737.2700000;29.955.2700000;88
20220515;160000;29.953.3800000;30.148.5300000;29.824.3100000;30.011.2600000;32
20220515;170000;29.995.5000000;30.241.6200000;29.929.6700000;30.175.6600000;19
20220515;180000;30.188.1100000;30.232.3000000;29.927.5300000;29.982.5100000;64
20220515;190000;29.961.4700000;30.352.6200000;29.913.5600000;30.276.7000000;29
20220515;200000;30.276.6900000;30.476.5600000;30.153.1600000;30.430.9100000;31
20220515;210000;30.430.9300000;31.101.0000000;30.321.0800000;31.028.5000000;234
20220515;220000;31.023.5500000;31.164.8100000;30.822.9400000;31.031.7500000;44
20220515;230000;31.054.5000000;31.411.4800000;31.040.2200000;31.050.9900000;96
20220516;000000;31.050.6500000;31.361.7400000;31.007.0400000;31.295.0300000;34
20220516;010000;31.275.2700000;31.275.2700000;31.007.3200000;31.088.4100000;29
20220516;020000;31.065.8200000;31.099.9900000;30.654.6000000;30.723.4800000;61
20220516;030000;30.742.5700000;30.742.5700000;30.351.7900000;30.446.6700000;94
20220516;040000;30.461.0700000;30.480.0500000;30.195.6400000;30.277.9900000;23
20220516;050000;30.284.2100000;30.409.2700000;30.105.4700000;30.323.7100000;58
20220516;060000;30.311.4200000;30.430.6800000;30.227.5900000;30.251.7800000;21
20220516;070000;30.235.2200000;30.235.2200000;29.347.1200000;29.534.2400000;309
20220516;080000;29.535.0500000;29.689.0100000;29.285.6500000;29.572.4400000;78
20220516;090000;29.562.2400000;29.853.3400000;29.562.2400000;29.760.0000000;74
20220516;100000;29.760.0000000;29.760.0000000;29.446.0000000;29.589.1300000;41
20220516;110000;29.565.7700000;30.163.0000000;29.412.4300000;30.153.3800000;122
20220516;120000;30.142.6500000;30.143.4500000;29.896.1300000;29.906.5800000;53
20220516;130000;29.925.6200000;30.227.0200000;29.558.4000000;29.873.4900000;217
20220516;140000;29.830.9000000;30.050.6100000;29.412.4300000;29.490.8700000;209
20220516;150000;29.490.7400000;29.803.2300000;29.437.1500000;29.459.2600000;131
20220516;160000;29.449.5700000;29.692.5700000;29.289.1700000;29.620.4500000;123
20220516;170000;29.616.2900000;29.712.3500000;29.060.0000000;29.286.6100000;205
20220516;180000;29.284.3800000;29.786.8600000;29.238.1700000;29.692.6000000;79
20220516;190000;29.684.2100000;29.935.8400000;29.633.6900000;29.891.5000000;76
20220516;200000;29.886.2900000;29.939.4300000;29.522.1000000;29.569.7000000;29
20220516;210000;29.555.8800000;29.910.7100000;29.511.3500000;29.910.7100000;37
20220516;220000;29.905.9600000;30.213.7100000;29.889.7300000;30.142.7800000;141
20220516;230000;30.159.3600000;30.184.7200000;29.933.0700000;29.966.2500000;17
20220517;000000;29.987.2500000;30.063.3200000;29.788.9300000;29.832.4500000;41
20220517;010000;29.847.5300000;30.191.0400000;29.774.6300000;30.100.0900000;37
20220517;020000;30.126.9600000;30.134.8800000;29.750.0000000;29.958.5200000;26
20220517;030000;29.958.5200000;30.104.7300000;29.863.0300000;30.017.9100000;6
20220517;040000;30.008.6400000;30.465.0600000;29.974.5000000;30.335.6300000;67
20220517;050000;30.351.5700000;30.381.3700000;30.216.1300000;30.345.6500000;10
20220517;060000;30.348.3800000;30.479.9600000;30.250.8100000;30.430.8400000;26
20220517;070000;30.408.8700000;30.505.1400000;30.318.3200000;30.486.6500000;19
20220517;080000;30.500.4200000;30.530.7800000;30.312.2600000;30.383.6700000;17
20220517;090000;30.381.5700000;30.753.9600000;30.340.6200000;30.554.7000000;44
20220517;100000;30.547.6800000;30.690.9400000;30.530.9800000;30.609.7800000;20
20220517;110000;30.614.1600000;30.618.9100000;30.422.3600000;30.422.5900000;31
20220517;120000;30.425.4000000;30.490.4400000;30.245.0000000;30.291.0000000;36
20220517;130000;30.286.0000000;30.618.8300000;30.266.4900000;30.546.2700000;67
20220517;140000;30.538.6500000;30.716.6900000;30.348.1900000;30.496.0200000;149
